timestamp,user,src_host,dst_host,result,src_ip
277,U197,C269,DST-HOST,SUCCESS,C269
277,U771,C914,DST-HOST,SUCCESS,C914
277,U77,C234,DST-HOST,SUCCESS,C234
277,U77,C78,DST-HOST,SUCCESS,C78
277,U188,C239,DST-HOST,SUCCESS,C239
277,U188,C256,DST-HOST,SUCCESS,C256
277,U12,C342,DST-HOST,SUCCESS,C342
277,U12,C602,DST-HOST,SUCCESS,C602
277,U105,C160,DST-HOST,SUCCESS,C160
277,U128,C167,DST-HOST,SUCCESS,C167
277,U128,C176,DST-HOST,SUCCESS,C176
278,U52,C57,DST-HOST,SUCCESS,C57
278,U776,C919,DST-HOST,SUCCESS,C919
278,U772,C915,DST-HOST,SUCCESS,C915
278,U16,C148,DST-HOST,SUCCESS,C148
278,U16,C17,DST-HOST,SUCCESS,C17
278,U770,C913,DST-HOST,SUCCESS,C913
278,U777,C920,DST-HOST,SUCCESS,C920
278,U774,C114,DST-HOST,SUCCESS,C114
278,U774,C917,DST-HOST,SUCCESS,C917
278,U202,C148,DST-HOST,SUCCESS,C148
278,U202,C275,DST-HOST,SUCCESS,C275
278,U778,C145,DST-HOST,SUCCESS,C145
278,U778,C83,DST-HOST,SUCCESS,C83
278,U778,C146,DST-HOST,SUCCESS,C146
278,U197,C269,DST-HOST,SUCCESS,C269
278,U197,C280,DST-HOST,SUCCESS,C280
278,U159,C160,DST-HOST,SUCCESS,C160
279,U779,C921,DST-HOST,SUCCESS,C921
279,U354,C922,DST-HOST,SUCCESS,C922
279,U211,C286,DST-HOST,SUCCESS,C286
279,U777,C920,DST-HOST,SUCCESS,C920
279,U53,C58,DST-HOST,SUCCESS,C58
279,U775,C918,DST-HOST,SUCCESS,C918
279,U216,C219,DST-HOST,SUCCESS,C219
279,U216,C291,DST-HOST,SUCCESS,C291
279,U12,C112,DST-HOST,SUCCESS,C112
279,U12,C209,DST-HOST,SUCCESS,C209
279,U12,C251,DST-HOST,SUCCESS,C251
279,U12,C13,DST-HOST,SUCCESS,C13
279,U159,C160,DST-HOST,SUCCESS,C160
280,U354,C922,DST-HOST,SUCCESS,C922
280,U211,C248,DST-HOST,SUCCESS,C248
280,U211,C286,DST-HOST,SUCCESS,C286
280,U212,C287,DST-HOST,SUCCESS,C287
280,U16,C148,DST-HOST,SUCCESS,C148
280,U16,C17,DST-HOST,SUCCESS,C17
280,U777,C920,DST-HOST,SUCCESS,C920
280,U30,C150,DST-HOST,SUCCESS,C150
280,U30,C31,DST-HOST,SUCCESS,C31
280,U420,C544,DST-HOST,SUCCESS,C544
280,U127,C155,DST-HOST,SUCCESS,C155
280,U12,C428,DST-HOST,SUCCESS,C428
281,U211,C286,DST-HOST,SUCCESS,C286
281,U16,C17,DST-HOST,SUCCESS,C17
281,U63,C234,DST-HOST,SUCCESS,C234
281,U63,C68,DST-HOST,SUCCESS,C68
281,U420,C544,DST-HOST,SUCCESS,C544
281,U218,C219,DST-HOST,SUCCESS,C219
281,U218,C296,DST-HOST,SUCCESS,C296
281,U197,C269,DST-HOST,SUCCESS,C269
281,U29,C300,DST-HOST,SUCCESS,C300
281,U29,C30,DST-HOST,SUCCESS,C30
281,U116,C155,DST-HOST,SUCCESS,C155
281,U84,C105,DST-HOST,SUCCESS,C105
281,U159,C160,DST-HOST,SUCCESS,C160
281,U128,C167,DST-HOST,SUCCESS,C167
281,U128,C176,DST-HOST,SUCCESS,C176
282,U780,C923,DST-HOST,SUCCESS,C923
282,U781,C924,DST-HOST,SUCCESS,C924
282,U782,C925,DST-HOST,SUCCESS,C925
282,U782,C151,DST-HOST,SUCCESS,C151
282,U782,C200,DST-HOST,SUCCESS,C200
282,U783,C301,DST-HOST,SUCCESS,C301
282,U212,C295,DST-HOST,SUCCESS,C295
282,U212,C280,DST-HOST,SUCCESS,C280
282,U212,C287,DST-HOST,SUCCESS,C287
282,U774,C917,DST-HOST,SUCCESS,C917
282,U225,C304,DST-HOST,SUCCESS,C304
282,U225,C305,DST-HOST,SUCCESS,C305
282,U214,C289,DST-HOST,SUCCESS,C289
282,U214,C148,DST-HOST,SUCCESS,C148
282,U227,C308,DST-HOST,SUCCESS,C308
282,U227,C148,DST-HOST,SUCCESS,C148
282,U9,C10,DST-HOST,SUCCESS,C10
282,U538,C673,DST-HOST,SUCCESS,C673
282,U84,C105,DST-HOST,SUCCESS,C105
282,U128,C167,DST-HOST,SUCCESS,C167
282,U128,C176,DST-HOST,SUCCESS,C176
283,U780,C923,DST-HOST,SUCCESS,C923
283,U781,C924,DST-HOST,SUCCESS,C924
283,U354,C134,DST-HOST,SUCCESS,C134
283,U354,C922,DST-HOST,SUCCESS,C922
283,U783,C301,DST-HOST,SUCCESS,C301
283,U63,C234,DST-HOST,SUCCESS,C234
283,U63,C68,DST-HOST,SUCCESS,C68
283,U784,C926,DST-HOST,SUCCESS,C926
283,U29,C30,DST-HOST,SUCCESS,C30
283,U9,C10,DST-HOST,SUCCESS,C10
283,U184,C154,DST-HOST,SUCCESS,C154
283,U159,C160,DST-HOST,SUCCESS,C160
284,U781,C134,DST-HOST,SUCCESS,C134
284,U781,C924,DST-HOST,SUCCESS,C924
284,U223,C148,DST-HOST,SUCCESS,C148
284,U223,C302,DST-HOST,SUCCESS,C302
284,U785,C310,DST-HOST,SUCCESS,C310
284,U231,C316,DST-HOST,SUCCESS,C316
284,U231,C317,DST-HOST,SUCCESS,C317
284,U786,C927,DST-HOST,SUCCESS,C927
284,U784,C926,DST-HOST,SUCCESS,C926
284,U4,C150,DST-HOST,SUCCESS,C150
284,U4,C5,DST-HOST,SUCCESS,C5
284,U125,C928,DST-HOST,SUCCESS,C928
284,U184,C154,DST-HOST,SUCCESS,C154
284,U66,C1,DST-HOST,SUCCESS,C1
284,U67,C49,DST-HOST,SUCCESS,C49
285,U780,C923,DST-HOST,SUCCESS,C923
285,U235,C219,DST-HOST,SUCCESS,C219
285,U235,C320,DST-HOST,SUCCESS,C320
285,U68,C71,DST-HOST,SUCCESS,C71
285,U786,C927,DST-HOST,SUCCESS,C927
285,U4,C5,DST-HOST,SUCCESS,C5
285,U14,C219,DST-HOST,SUCCESS,C219
285,U14,C15,DST-HOST,SUCCESS,C15
285,U29,C30,DST-HOST,SUCCESS,C30
285,U787,C929,DST-HOST,SUCCESS,C929
285,U788,C108,DST-HOST,SUCCESS,C108
285,U71,C74,DST-HOST,SUCCESS,C74
285,U60,C108,DST-HOST,SUCCESS,C108
285,U60,C173,DST-HOST,SUCCESS,C173
285,U184,C154,DST-HOST,SUCCESS,C154
285,U66,C1,DST-HOST,SUCCESS,C1
285,U67,C154,DST-HOST,SUCCESS,C154
285,U67,C49,DST-HOST,SUCCESS,C49
286,U68,C71,DST-HOST,SUCCESS,C71
286,U786,C927,DST-HOST,SUCCESS,C927
286,U4,C150,DST-HOST,SUCCESS,C150
286,U4,C5,DST-HOST,SUCCESS,C5
286,U789,C930,DST-HOST,SUCCESS,C930
286,U790,C931,DST-HOST,SUCCESS,C931
286,U29,C300,DST-HOST,SUCCESS,C300
286,U29,C30,DST-HOST,SUCCESS,C30
286,U77,C78,DST-HOST,SUCCESS,C78
286,U234,C108,DST-HOST,SUCCESS,C108
286,U13,C32,DST-HOST,SUCCESS,C32
286,U12,C598,DST-HOST,SUCCESS,C598
286,U12,C221,DST-HOST,SUCCESS,C221
286,U12,C457,DST-HOST,SUCCESS,C457
286,U12,C159,DST-HOST,SUCCESS,C159
286,U184,C154,DST-HOST,SUCCESS,C154
286,U179,C175,DST-HOST,SUCCESS,C175
286,U128,C167,DST-HOST,SUCCESS,C167
286,U128,C176,DST-HOST,SUCCESS,C176
287,U57,C62,DST-HOST,SUCCESS,C62
287,U791,C932,DST-HOST,SUCCESS,C932
287,U792,C933,DST-HOST,SUCCESS,C933
287,U792,C151,DST-HOST,SUCCESS,C151
287,U53,C58,DST-HOST,SUCCESS,C58
287,U3,C4,DST-HOST,SUCCESS,C4
287,U3,C151,DST-HOST,SUCCESS,C151
287,U769,C912,DST-HOST,SUCCESS,C912
287,U786,C927,DST-HOST,SUCCESS,C927
287,U784,C926,DST-HOST,SUCCESS,C926
287,U784,C151,DST-HOST,SUCCESS,C151
287,U202,C239,DST-HOST,SUCCESS,C239
287,U202,C275,DST-HOST,SUCCESS,C275
287,U125,C928,DST-HOST,SUCCESS,C928
287,U789,C930,DST-HOST,SUCCESS,C930
287,U790,C931,DST-HOST,SUCCESS,C931
287,U509,C200,DST-HOST,SUCCESS,C200
287,U509,C642,DST-HOST,SUCCESS,C642
287,U244,C219,DST-HOST,SUCCESS,C219
287,U244,C330,DST-HOST,SUCCESS,C330
287,U793,C934,DST-HOST,SUCCESS,C934
287,U127,C155,DST-HOST,SUCCESS,C155
287,U13,C32,DST-HOST,SUCCESS,C32
287,U94,C211,DST-HOST,SUCCESS,C211
287,U94,C110,DST-HOST,SUCCESS,C110
287,U12,C213,DST-HOST,SUCCESS,C213
287,U204,C154,DST-HOST,SUCCESS,C154
287,U128,C167,DST-HOST,SUCCESS,C167
287,U128,C176,DST-HOST,SUCCESS,C176
288,U794,C935,DST-HOST,SUCCESS,C935
288,U57,C62,DST-HOST,SUCCESS,C62
288,U53,C58,DST-HOST,SUCCESS,C58
288,U769,C912,DST-HOST,SUCCESS,C912
288,U713,C856,DST-HOST,SUCCESS,C856
288,U713,C936,DST-HOST,SUCCESS,C936
288,U789,C930,DST-HOST,SUCCESS,C930
288,U12,C428,DST-HOST,SUCCESS,C428
288,U179,C175,DST-HOST,SUCCESS,C175
289,U795,C937,DST-HOST,SUCCESS,C937
289,U794,C935,DST-HOST,SUCCESS,C935
289,U796,C938,DST-HOST,SUCCESS,C938
289,U295,C391,DST-HOST,SUCCESS,C391
289,U797,C939,DST-HOST,SUCCESS,C939
289,U769,C912,DST-HOST,SUCCESS,C912
289,U565,C698,DST-HOST,SUCCESS,C698
289,U798,C940,DST-HOST,SUCCESS,C940
289,U70,C122,DST-HOST,SUCCESS,C122
289,U77,C234,DST-HOST,SUCCESS,C234
289,U77,C78,DST-HOST,SUCCESS,C78
289,U101,C123,DST-HOST,SUCCESS,C123
289,U793,C934,DST-HOST,SUCCESS,C934
289,U93,C53,DST-HOST,SUCCESS,C53
289,U93,C107,DST-HOST,SUCCESS,C107
289,U112,C476,DST-HOST,SUCCESS,C476
290,U795,C937,DST-HOST,SUCCESS,C937
290,U106,C136,DST-HOST,SUCCESS,C136
290,U799,C941,DST-HOST,SUCCESS,C941
290,U295,C391,DST-HOST,SUCCESS,C391
290,U565,C698,DST-HOST,SUCCESS,C698
290,U6,C7,DST-HOST,SUCCESS,C7
290,U6,C148,DST-HOST,SUCCESS,C148
290,U800,C942,DST-HOST,SUCCESS,C942
290,U798,C940,DST-HOST,SUCCESS,C940
290,U70,C122,DST-HOST,SUCCESS,C122
290,U101,C123,DST-HOST,SUCCESS,C123
290,U12,C943,DST-HOST,SUCCESS,C943
290,U12,C944,DST-HOST,SUCCESS,C944
290,U159,C160,DST-HOST,SUCCESS,C160
290,U179,C175,DST-HOST,SUCCESS,C175
291,U795,C134,DST-HOST,SUCCESS,C134
291,U795,C937,DST-HOST,SUCCESS,C937
291,U106,C136,DST-HOST,SUCCESS,C136
291,U801,C83,DST-HOST,SUCCESS,C83
291,U295,C391,DST-HOST,SUCCESS,C391
291,U797,C939,DST-HOST,SUCCESS,C939
291,U6,C7,DST-HOST,SUCCESS,C7
291,U800,C942,DST-HOST,SUCCESS,C942
291,U802,C945,DST-HOST,SUCCESS,C945
291,U93,C107,DST-HOST,SUCCESS,C107
291,U60,C173,DST-HOST,SUCCESS,C173
291,U12,C221,DST-HOST,SUCCESS,C221
291,U128,C167,DST-HOST,SUCCESS,C167
291,U128,C176,DST-HOST,SUCCESS,C176
292,U781,C151,DST-HOST,SUCCESS,C151
292,U781,C924,DST-HOST,SUCCESS,C924
292,U113,C147,DST-HOST,SUCCESS,C147
292,U113,C148,DST-HOST,SUCCESS,C148
292,U539,C674,DST-HOST,SUCCESS,C674
292,U803,C946,DST-HOST,SUCCESS,C946
292,U252,C339,DST-HOST,SUCCESS,C339
292,U252,C225,DST-HOST,SUCCESS,C225
292,U804,C947,DST-HOST,SUCCESS,C947
292,U120,C164,DST-HOST,SUCCESS,C164
292,U120,C148,DST-HOST,SUCCESS,C148
292,U805,C948,DST-HOST,SUCCESS,C948
292,U806,C150,DST-HOST,SUCCESS,C150
292,U806,C949,DST-HOST,SUCCESS,C949
292,U425,C549,DST-HOST,SUCCESS,C549
292,U800,C942,DST-HOST,SUCCESS,C942
292,U114,C149,DST-HOST,SUCCESS,C149
292,U114,C148,DST-HOST,SUCCESS,C148
292,U115,C148,DST-HOST,SUCCESS,C148
292,U115,C152,DST-HOST,SUCCESS,C152
292,U179,C175,DST-HOST,SUCCESS,C175
292,U128,C167,DST-HOST,SUCCESS,C167
292,U128,C176,DST-HOST,SUCCESS,C176
292,U112,C145,DST-HOST,SUCCESS,C145
293,U795,C134,DST-HOST,SUCCESS,C134
293,U795,C937,DST-HOST,SUCCESS,C937
293,U807,C950,DST-HOST,SUCCESS,C950
293,U539,C674,DST-HOST,SUCCESS,C674
293,U803,C946,DST-HOST,SUCCESS,C946
293,U805,C948,DST-HOST,SUCCESS,C948
293,U21,C22,DST-HOST,SUCCESS,C22
293,U800,C942,DST-HOST,SUCCESS,C942
293,U125,C928,DST-HOST,SUCCESS,C928
294,U807,C950,DST-HOST,SUCCESS,C950
294,U808,C951,DST-HOST,SUCCESS,C951
294,U809,C952,DST-HOST,SUCCESS,C952
294,U136,C185,DST-HOST,SUCCESS,C185
294,U97,C161,DST-HOST,SUCCESS,C161
294,U112,C82,DST-HOST,SUCCESS,C82
294,U112,C145,DST-HOST,SUCCESS,C145
295,U144,C195,DST-HOST,SUCCESS,C195
295,U810,C953,DST-HOST,SUCCESS,C953
295,U811,C954,DST-HOST,SUCCESS,C954
295,U140,C190,DST-HOST,SUCCESS,C190
295,U124,C192,DST-HOST,SUCCESS,C192
295,U125,C928,DST-HOST,SUCCESS,C928
295,U812,C955,DST-HOST,SUCCESS,C955
295,U12,C943,DST-HOST,SUCCESS,C943
295,U12,C54,DST-HOST,SUCCESS,C54
295,U95,C154,DST-HOST,SUCCESS,C154
295,U112,C145,DST-HOST,SUCCESS,C145
295,U112,C83,DST-HOST,SUCCESS,C83
296,U144,C195,DST-HOST,SUCCESS,C195
296,U813,C956,DST-HOST,SUCCESS,C956
296,U130,C179,DST-HOST,SUCCESS,C179
296,U130,C148,DST-HOST,SUCCESS,C148
296,U676,C815,DST-HOST,SUCCESS,C815
296,U147,C198,DST-HOST,SUCCESS,C198
296,U132,C181,DST-HOST,SUCCESS,C181
296,U132,C148,DST-HOST,SUCCESS,C148
296,U140,C190,DST-HOST,SUCCESS,C190
296,U124,C192,DST-HOST,SUCCESS,C192
296,U124,C168,DST-HOST,SUCCESS,C168
296,U125,C928,DST-HOST,SUCCESS,C928
296,U152,C206,DST-HOST,SUCCESS,C206
296,U154,C208,DST-HOST,SUCCESS,C208
296,U154,C148,DST-HOST,SUCCESS,C148
296,U127,C155,DST-HOST,SUCCESS,C155
296,U93,C251,DST-HOST,SUCCESS,C251
296,U93,C107,DST-HOST,SUCCESS,C107
296,U12,C957,DST-HOST,SUCCESS,C957
296,U128,C167,DST-HOST,SUCCESS,C167
296,U128,C176,DST-HOST,SUCCESS,C176
296,U112,C301,DST-HOST,SUCCESS,C301
297,U814,C958,DST-HOST,SUCCESS,C958
297,U813,C956,DST-HOST,SUCCESS,C956
297,U539,C151,DST-HOST,SUCCESS,C151
297,U539,C674,DST-HOST,SUCCESS,C674
297,U147,C198,DST-HOST,SUCCESS,C198
297,U769,C912,DST-HOST,SUCCESS,C912
297,U815,C959,DST-HOST,SUCCESS,C959
297,U634,C151,DST-HOST,SUCCESS,C151
297,U634,C765,DST-HOST,SUCCESS,C765
297,U152,C206,DST-HOST,SUCCESS,C206
297,U116,C155,DST-HOST,SUCCESS,C155
297,U127,C155,DST-HOST,SUCCESS,C155
297,U12,C236,DST-HOST,SUCCESS,C236
297,U12,C404,DST-HOST,SUCCESS,C404
297,U12,C415,DST-HOST,SUCCESS,C415
297,U12,C13,DST-HOST,SUCCESS,C13
297,U12,C54,DST-HOST,SUCCESS,C54
297,U184,C154,DST-HOST,SUCCESS,C154
297,U105,C160,DST-HOST,SUCCESS,C160
297,U128,C167,DST-HOST,SUCCESS,C167
297,U128,C176,DST-HOST,SUCCESS,C176
298,U814,C958,DST-HOST,SUCCESS,C958
298,U676,C815,DST-HOST,SUCCESS,C815
298,U750,C894,DST-HOST,SUCCESS,C894
298,U815,C134,DST-HOST,SUCCESS,C134
298,U815,C959,DST-HOST,SUCCESS,C959
298,U152,C206,DST-HOST,SUCCESS,C206
298,U153,C207,DST-HOST,SUCCESS,C207
298,U153,C148,DST-HOST,SUCCESS,C148
298,U77,C78,DST-HOST,SUCCESS,C78
298,U127,C155,DST-HOST,SUCCESS,C155
298,U12,C174,DST-HOST,SUCCESS,C174
298,U159,C160,DST-HOST,SUCCESS,C160
298,U97,C161,DST-HOST,SUCCESS,C161
299,U676,C815,DST-HOST,SUCCESS,C815
299,U356,C474,DST-HOST,SUCCESS,C474
299,U816,C960,DST-HOST,SUCCESS,C960
299,U163,C219,DST-HOST,SUCCESS,C219
299,U163,C220,DST-HOST,SUCCESS,C220
299,U116,C155,DST-HOST,SUCCESS,C155
299,U159,C160,DST-HOST,SUCCESS,C160
300,U817,C961,DST-HOST,SUCCESS,C961
300,U818,C962,DST-HOST,SUCCESS,C962
300,U819,C963,DST-HOST,SUCCESS,C963
300,U429,C767,DST-HOST,SUCCESS,C767
300,U165,C223,DST-HOST,SUCCESS,C223
300,U820,C964,DST-HOST,SUCCESS,C964
300,U341,C455,DST-HOST,SUCCESS,C455
300,U821,C965,DST-HOST,SUCCESS,C965
300,U356,C150,DST-HOST,SUCCESS,C150
300,U356,C474,DST-HOST,SUCCESS,C474
300,U39,C41,DST-HOST,SUCCESS,C41
300,U167,C225,DST-HOST,SUCCESS,C225
300,U167,C226,DST-HOST,SUCCESS,C226
300,U822,C966,DST-HOST,SUCCESS,C966
300,U816,C960,DST-HOST,SUCCESS,C960
300,U127,C155,DST-HOST,SUCCESS,C155
300,U13,C209,DST-HOST,SUCCESS,C209
300,U12,C809,DST-HOST,SUCCESS,C809
301,U431,C556,DST-HOST,SUCCESS,C556
301,U431,C248,DST-HOST,SUCCESS,C248
301,U170,C229,DST-HOST,SUCCESS,C229
301,U817,C961,DST-HOST,SUCCESS,C961
301,U819,C963,DST-HOST,SUCCESS,C963
301,U429,C767,DST-HOST,SUCCESS,C767
301,U165,C223,DST-HOST,SUCCESS,C223
301,U80,C81,DST-HOST,SUCCESS,C81
301,U341,C150,DST-HOST,SUCCESS,C150
301,U341,C455,DST-HOST,SUCCESS,C455
301,U39,C41,DST-HOST,SUCCESS,C41
301,U822,C966,DST-HOST,SUCCESS,C966
301,U816,C960,DST-HOST,SUCCESS,C960
301,U823,C967,DST-HOST,SUCCESS,C967
301,U77,C234,DST-HOST,SUCCESS,C234
301,U77,C78,DST-HOST,SUCCESS,C78
301,U373,C154,DST-HOST,SUCCESS,C154
301,U116,C155,DST-HOST,SUCCESS,C155
301,U60,C173,DST-HOST,SUCCESS,C173
301,U159,C160,DST-HOST,SUCCESS,C160
301,U128,C167,DST-HOST,SUCCESS,C167
301,U128,C176,DST-HOST,SUCCESS,C176
301,U112,C82,DST-HOST,SUCCESS,C82
302,U130,C179,DST-HOST,SUCCESS,C179
302,U130,C239,DST-HOST,SUCCESS,C239
302,U539,C674,DST-HOST,SUCCESS,C674
302,U539,C200,DST-HOST,SUCCESS,C200
302,U679,C820,DST-HOST,SUCCESS,C820
302,U824,C968,DST-HOST,SUCCESS,C968
302,U824,C200,DST-HOST,SUCCESS,C200
302,U175,C240,DST-HOST,SUCCESS,C240
302,U175,C200,DST-HOST,SUCCESS,C200
302,U819,C963,DST-HOST,SUCCESS,C963
302,U429,C767,DST-HOST,SUCCESS,C767
302,U825,C969,DST-HOST,SUCCESS,C969
302,U825,C151,DST-HOST,SUCCESS,C151
302,U177,C242,DST-HOST,SUCCESS,C242
302,U177,C148,DST-HOST,SUCCESS,C148
302,U120,C164,DST-HOST,SUCCESS,C164
302,U120,C239,DST-HOST,SUCCESS,C239
302,U821,C965,DST-HOST,SUCCESS,C965
302,U826,C200,DST-HOST,SUCCESS,C200
302,U826,C970,DST-HOST,SUCCESS,C970
302,U827,C971,DST-HOST,SUCCESS,C971
302,U828,C972,DST-HOST,SUCCESS,C972
302,U89,C98,DST-HOST,SUCCESS,C98
302,U89,C151,DST-HOST,SUCCESS,C151
302,U822,C966,DST-HOST,SUCCESS,C966
302,U153,C207,DST-HOST,SUCCESS,C207
302,U153,C239,DST-HOST,SUCCESS,C239
302,U823,C967,DST-HOST,SUCCESS,C967
302,U336,C448,DST-HOST,SUCCESS,C448
302,U336,C200,DST-HOST,SUCCESS,C200
302,U12,C215,DST-HOST,SUCCESS,C215
302,U12,C13,DST-HOST,SUCCESS,C13
302,U128,C167,DST-HOST,SUCCESS,C167
302,U128,C176,DST-HOST,SUCCESS,C176
302,U112,C82,DST-HOST,SUCCESS,C82
303,U180,C246,DST-HOST,SUCCESS,C246
303,U679,C820,DST-HOST,SUCCESS,C820
303,U828,C972,DST-HOST,SUCCESS,C972
303,U135,C184,DST-HOST,SUCCESS,C184
303,U12,C842,DST-HOST,SUCCESS,C842
303,U12,C404,DST-HOST,SUCCESS,C404
303,U12,C13,DST-HOST,SUCCESS,C13
303,U184,C154,DST-HOST,SUCCESS,C154
303,U159,C160,DST-HOST,SUCCESS,C160
303,U112,C82,DST-HOST,SUCCESS,C82
304,U180,C246,DST-HOST,SUCCESS,C246
304,U829,C973,DST-HOST,SUCCESS,C973
304,U191,C258,DST-HOST,SUCCESS,C258
304,U830,C974,DST-HOST,SUCCESS,C974
304,U828,C972,DST-HOST,SUCCESS,C972
304,U417,C540,DST-HOST,SUCCESS,C540
304,U135,C184,DST-HOST,SUCCESS,C184
304,U182,C248,DST-HOST,SUCCESS,C248
304,U182,C249,DST-HOST,SUCCESS,C249
304,U183,C250,DST-HOST,SUCCESS,C250
304,U184,C154,DST-HOST,SUCCESS,C154
304,U67,C49,DST-HOST,SUCCESS,C49
305,U180,C246,DST-HOST,SUCCESS,C246
305,U1,C1,DST-HOST,SUCCESS,C1
305,U1,C975,DST-HOST,SUCCESS,C975
305,U1,C976,DST-HOST,SUCCESS,C976
305,U1,C2,DST-HOST,SUCCESS,C2
305,U1,C977,DST-HOST,SUCCESS,C977
305,U1,C978,DST-HOST,SUCCESS,C978
305,U829,C973,DST-HOST,SUCCESS,C973
305,U191,C258,DST-HOST,SUCCESS,C258
305,U831,C979,DST-HOST,SUCCESS,C979
305,U830,C974,DST-HOST,SUCCESS,C974
305,U832,C980,DST-HOST,SUCCESS,C980
305,U193,C260,DST-HOST,SUCCESS,C260
305,U111,C143,DST-HOST,SUCCESS,C143
305,U833,C981,DST-HOST,SUCCESS,C981
305,U60,C108,DST-HOST,SUCCESS,C108
305,U12,C236,DST-HOST,SUCCESS,C236
305,U12,C350,DST-HOST,SUCCESS,C350
305,U12,C54,DST-HOST,SUCCESS,C54
305,U184,C154,DST-HOST,SUCCESS,C154
305,U834,C2,DST-HOST,SUCCESS,C2
305,U67,C154,DST-HOST,SUCCESS,C154
305,U67,C49,DST-HOST,SUCCESS,C49
306,U1,C1,DST-HOST,SUCCESS,C1
306,U1,C975,DST-HOST,SUCCESS,C975
306,U1,C976,DST-HOST,SUCCESS,C976
306,U1,C2,DST-HOST,SUCCESS,C2
306,U1,C977,DST-HOST,SUCCESS,C977
306,U1,C978,DST-HOST,SUCCESS,C978
306,U829,C973,DST-HOST,SUCCESS,C973
306,U186,C254,DST-HOST,SUCCESS,C254
306,U186,C148,DST-HOST,SUCCESS,C148
306,U830,C974,DST-HOST,SUCCESS,C974
306,U396,C516,DST-HOST,SUCCESS,C516
306,U832,C980,DST-HOST,SUCCESS,C980
306,U504,C982,DST-HOST,SUCCESS,C982
306,U111,C143,DST-HOST,SUCCESS,C143
306,U111,C150,DST-HOST,SUCCESS,C150
306,U194,C268,DST-HOST,SUCCESS,C268
306,U194,C262,DST-HOST,SUCCESS,C262
306,U194,C263,DST-HOST,SUCCESS,C263
306,U833,C981,DST-HOST,SUCCESS,C981
306,U188,C148,DST-HOST,SUCCESS,C148
306,U188,C256,DST-HOST,SUCCESS,C256
306,U60,C173,DST-HOST,SUCCESS,C173
306,U12,C215,DST-HOST,SUCCESS,C215
306,U12,C13,DST-HOST,SUCCESS,C13
306,U184,C154,DST-HOST,SUCCESS,C154
306,U97,C161,DST-HOST,SUCCESS,C161
306,U179,C175,DST-HOST,SUCCESS,C175
306,U128,C167,DST-HOST,SUCCESS,C167
306,U128,C176,DST-HOST,SUCCESS,C176
306,U112,C82,DST-HOST,SUCCESS,C82
306,U834,C2,DST-HOST,SUCCESS,C2
307,U1,C1,DST-HOST,SUCCESS,C1
307,U1,C2,DST-HOST,SUCCESS,C2
307,U835,C983,DST-HOST,SUCCESS,C983
307,U64,C69,DST-HOST,SUCCESS,C69
307,U832,C980,DST-HOST,SUCCESS,C980
307,U504,C982,DST-HOST,SUCCESS,C982
307,U197,C269,DST-HOST,SUCCESS,C269
307,U197,C280,DST-HOST,SUCCESS,C280
307,U836,C984,DST-HOST,SUCCESS,C984
307,U836,C115,DST-HOST,SUCCESS,C115
307,U837,C985,DST-HOST,SUCCESS,C985
307,U837,C151,DST-HOST,SUCCESS,C151
307,U188,C239,DST-HOST,SUCCESS,C239
307,U188,C256,DST-HOST,SUCCESS,C256
307,U12,C211,DST-HOST,SUCCESS,C211
307,U12,C364,DST-HOST,SUCCESS,C364
307,U12,C351,DST-HOST,SUCCESS,C351
307,U204,C154,DST-HOST,SUCCESS,C154
307,U128,C167,DST-HOST,SUCCESS,C167
307,U128,C176,DST-HOST,SUCCESS,C176
307,U112,C82,DST-HOST,SUCCESS,C82
308,U835,C983,DST-HOST,SUCCESS,C983
308,U205,C277,DST-HOST,SUCCESS,C277
308,U64,C150,DST-HOST,SUCCESS,C150
308,U64,C69,DST-HOST,SUCCESS,C69
308,U207,C279,DST-HOST,SUCCESS,C279
308,U504,C982,DST-HOST,SUCCESS,C982
308,U202,C148,DST-HOST,SUCCESS,C148
308,U202,C275,DST-HOST,SUCCESS,C275
308,U197,C269,DST-HOST,SUCCESS,C269
308,U48,C292,DST-HOST,SUCCESS,C292
308,U13,C282,DST-HOST,SUCCESS,C282
308,U156,C161,DST-HOST,SUCCESS,C161
308,U97,C161,DST-HOST,SUCCESS,C161
308,U179,C175,DST-HOST,SUCCESS,C175
309,U838,C986,DST-HOST,SUCCESS,C986
309,U835,C983,DST-HOST,SUCCESS,C983
309,U839,C987,DST-HOST,SUCCESS,C987
309,U64,C69,DST-HOST,SUCCESS,C69
309,U840,C988,DST-HOST,SUCCESS,C988
309,U841,C989,DST-HOST,SUCCESS,C989
309,U216,C219,DST-HOST,SUCCESS,C219
309,U216,C291,DST-HOST,SUCCESS,C291
309,U125,C928,DST-HOST,SUCCESS,C928
309,U837,C985,DST-HOST,SUCCESS,C985
309,U12,C112,DST-HOST,SUCCESS,C112
309,U12,C13,DST-HOST,SUCCESS,C13
310,U838,C986,DST-HOST,SUCCESS,C986
310,U16,C148,DST-HOST,SUCCESS,C148
310,U16,C17,DST-HOST,SUCCESS,C17
310,U840,C988,DST-HOST,SUCCESS,C988
310,U125,C928,DST-HOST,SUCCESS,C928
310,U77,C78,DST-HOST,SUCCESS,C78
310,U12,C13,DST-HOST,SUCCESS,C13
310,U159,C160,DST-HOST,SUCCESS,C160
310,U179,C175,DST-HOST,SUCCESS,C175
